"ev_id","date","time_orig","time_orig_decimals","lat_orig","long_orig","depth","Mb","Ms","region","source_type","bwave_n_stations","bwave_n_inv","bwave_cutoff","mwave_n_stations","mwave_n_inv","mwave_cutoff","swave_n_stations","swave_n_inv","swave_cutoff","dcouple","centroid_time","delta_centroid_time","centroid_lat","delta_centroid_lat","centroid_long","delta_centroid_long","centroid_depth","delta_centroid_depth","prof","half_dur","inv_date_string","exp","mrr","delta_mrr","mss","delta_mss","mee","delta_mee","mrs","delta_mrs","mre","delta_mre","mse","delta_mse","eigen_t","plunge_t","strike_t","eigen_n","plunge_n","strike_n","eigen_p","plunge_p","strike_p","scalar_moment","strike1","dip1","rake1","strike2","dip2","rake2","Mw","status_flag","quality_flag"
"S201401280512A","2014-01-28","05:12:54","0","38.24","20.37","10.00","4.6","0.0","GREECE-------------------","ING","0","0","0","0","0","0","8","10","35","1","4.4","0.5","38.24","0.06","20.40","0.03","10.000","0.000","FIX ","1.0","D-S201401280512A","22","1.430","0.250","-0.400","0.250","-1.030","0.220","1.640","0.770","0.680","0.790","2.430","0.150","3.290","43","323","-0.050","46","128","-3.240","8","226","3.270","355","55","152","102","68","39","4.3","D","A"
"S201401281912A","2014-01-28","19:12:11","0","38.41","20.40","10.00","4.4","0.0","GREECE-------------------","ING","0","0","0","0","0","0","15","21","35","1","4.4","0.4","38.41","0.00","20.40","0.00","17.700","2.100","FREE","1.0","D-S201401281912A","22","-0.020","0.540","2.280","0.400","-2.260","0.470","-0.150","0.540","-2.120","0.710","4.770","0.360","5.590","13","146","0.200","68","19","-5.790","17","240","5.690","282","68","-3","13","87","-158","4.4","D","A"
"S201401282222A","2014-01-28","22:22:38","0","38.42","20.35","10.00","4.3","0.0","GREECE-------------------","ING","0","0","0","0","0","0","6","7","35","1","5.1","0.7","38.42","0.00","20.35","0.00","23.500","3.700","FREE","1.0","D-S201401282222A","22","0.230","1.510","3.460","1.070","-3.690","1.020","0.520","0.770","0.770","0.740","6.390","1.200","7.300","7","329","0.150","83","174","-7.460","3","60","7.380","105","83","3","14","87","173","4.5","D","A"
"S201401292104A","2014-01-29","21:04:10","0","37.10","21.83","17.00","4.4","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","10","13","35","1","-0.2","0.5","36.93","0.03","21.79","0.03","24.000","3.300","FREE","1.0","D-S201401292104A","22","-2.890","0.830","1.670","0.500","1.220","0.440","5.160","0.870","-3.730","0.610","-0.270","0.330","6.220","35","34","1.120","1","125","-7.340","55","217","6.780","119","10","-96","305","80","-89","4.5","D","A"
"S201401301106A","2014-01-30","11:06:18","0","38.43","20.39","10.00","4.6","0.0","GREECE-------------------","ING","0","0","0","0","0","0","26","36","35","1","3.3","0.2","38.40","0.02","20.45","0.01","19.600","1.200","FREE","1.0","D-S201401301106A","23","-0.070","0.080","0.650","0.070","-0.580","0.050","-0.340","0.090","0.060","0.090","1.390","0.050","1.590","9","148","-0.070","77","280","-1.520","10","56","1.560","192","77","-179","102","89","-13","4.7","D","A"
"S201401310652A","2014-01-31","06:52:47","0","38.43","20.37","10.00","4.5","0.0","GREECE-------------------","ING","0","0","0","0","0","0","20","29","35","1","3.5","0.3","38.41","0.02","20.37","0.02","14.100","2.000","FREE","1.0","D-S201401310652A","22","-0.220","0.330","3.240","0.320","-3.020","0.300","-0.120","0.370","-1.030","0.490","4.670","0.280","5.790","6","151","-0.140","79","29","-5.650","9","242","5.720","287","80","-2","17","88","-170","4.4","D","A"
"S201401311245A","2014-01-31","12:45:40","0","38.44","20.35","10.00","4.5","0.0","GREECE-------------------","ING","0","0","0","0","0","0","23","29","35","1","3.5","0.4","38.38","0.03","20.36","0.02","13.000","2.100","FREE","1.0","D-S201401311245A","22","-0.810","0.440","4.660","0.480","-3.850","0.380","1.350","0.820","-0.980","0.790","7.070","0.480","8.710","4","331","-0.550","78","81","-8.160","12","240","8.430","16","79","-175","285","85","-11","4.6","D","A"
"S201402010814A","2014-02-01","08:14:00","0","38.72","22.74","12.00","4.7","0.0","GREECE-------------------","ING","0","0","0","0","0","0","25","38","35","1","2.4","0.3","38.58","0.02","22.86","0.03","12.600","1.000","FREE","1.1","D-S201402010814A","23","-1.570","0.130","1.690","0.090","-0.120","0.070","-1.010","0.160","-0.790","0.190","-0.180","0.050","1.980","16","179","0.190","20","83","-2.170","64","305","2.080","296","34","-52","72","64","-113","4.8","D","A"
"C201402011633A","2014-02-01","16:33:40","0","38.18","20.36","10.00","4.9","0.0","GREECE-------------------","ING","0","0","0","4","4","40","26","37","35","1","3.9","0.3","38.11","0.02","20.42","0.01","20.400","1.400","FREE","1.2","D-C201402011633A","23","0.940","0.170","1.560","0.170","-2.500","0.170","-0.310","0.230","-0.140","0.220","2.740","0.100","3.000","9","153","0.890","81","332","-3.880","0","63","3.440","198","83","173","289","83","7","5.0","D","A"
"C201402030308A","2014-02-03","03:08:45","0","38.26","20.32","10.00","6.0","0.0","GREECE-------------------","ING","0","0","0","9","14","40","23","51","40","1","6.9","0.2","38.25","0.01","20.34","0.01","8.000","0.000","FIX ","2.4","D-C201402030308A","25","0.740","0.020","0.340","0.020","-1.080","0.020","1.370","0.090","-1.390","0.080","1.070","0.010","1.990","54","17","0.710","19","136","-2.700","29","237","2.340","9","24","145","131","77","70","6.2","D","A"
"S201402041942A","2014-02-04","19:42:12","0","38.29","20.27","10.00","4.5","0.0","GREECE-------------------","ING","0","0","0","0","0","0","10","12","30","1","1.6","0.5","38.29","0.00","20.27","0.00","18.200","1.700","FREE","1.0","D-S201402041942A","22","4.680","0.980","-0.640","0.550","-4.040","0.550","-0.930","0.780","-0.540","0.450","0.500","0.390","4.880","79","158","-0.750","10","353","-4.130","3","263","4.510","342","43","75","182","49","104","4.4","D","A"
"S201402042249A","2014-02-04","22:49:00","0","38.33","21.96","10.00","4.4","0.0","GREECE-------------------","ING","0","0","0","0","0","0","13","17","30","1","1.4","1.9","38.15","0.08","21.97","0.09","15.100","1.900","FREE","1.0","D-S201402042249A","22","-2.940","0.590","3.110","0.380","-0.170","0.330","-0.710","0.410","0.310","0.470","-1.020","0.230","3.490","7","196","-0.450","2","286","-3.040","83","35","3.270","284","38","-94","108","52","-87","4.3","D","A"
"S201402060758A","2014-02-06","07:58:26","0","38.69","22.76","18.00","4.5","0.0","GREECE-------------------","ING","0","0","0","0","0","0","17","27","35","1","4.9","0.3","38.69","0.00","22.76","0.00","17.500","1.200","FREE","1.0","D-S201402060758A","23","-0.930","0.120","1.170","0.080","-0.230","0.060","-0.010","0.090","-0.140","0.100","-0.040","0.060","1.170","0","182","-0.210","11","92","-0.960","79","272","1.070","282","46","-75","81","46","-105","4.6","D","A"
"S201402061227A","2014-02-06","12:27:15","0","37.89","21.00","10.00","4.4","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","9","10","30","1","0.6","0.6","37.89","0.00","21.00","0.00","10.000","0.000","FIX ","1.0","D-S201402061227A","22","0.580","0.180","-0.280","0.190","-0.300","0.190","2.610","0.500","-1.190","0.470","2.020","0.160","2.870","44","345","1.090","29","109","-3.960","31","219","3.420","2","30","166","105","83","60","4.3","D","A"
"S201402061921A","2014-02-06","19:21:00","0","38.19","20.28","10.00","4.6","0.0","GREECE-------------------","ING","0","0","0","0","0","0","18","28","35","1","2.2","0.3","38.02","0.03","20.30","0.02","17.100","1.100","FREE","1.0","D-S201402061921A","23","0.960","0.110","0.150","0.060","-1.110","0.070","0.490","0.140","-0.190","0.090","0.320","0.040","1.190","65","2","0.040","23","160","-1.230","8","254","1.210","9","42","126","144","57","62","4.7","D","A"
"S201402070121A","2014-02-07","01:21:53","0","38.31","21.72","10.00","4.7","0.0","GREECE-------------------","ING","0","0","0","0","0","0","14","20","35","1","4.3","0.4","38.27","0.03","21.61","0.03","22.700","2.300","FREE","1.1","D-S201402070121A","22","-0.770","0.740","5.600","0.540","-4.830","0.450","0.720","0.470","0.130","0.420","-0.130","0.280","5.680","6","1","-0.840","83","198","-4.840","2","91","5.260","136","84","3","46","87","174","4.4","D","A"
"S201402070326A","2014-02-07","03:26:42","0","38.35","20.33","10.00","4.3","0.0","GREECE-------------------","ING","0","0","0","0","0","0","12","12","35","1","3.3","0.5","38.20","0.09","20.31","0.08","13.600","2.400","FREE","1.0","D-S201402070326A","22","1.610","0.380","-0.260","0.260","-1.360","0.270","0.680","0.570","-0.310","0.530","-0.340","0.140","1.880","70","21","-0.430","20","193","-1.460","2","284","1.670","34","46","118","176","51","64","4.1","D","A"
"S201402081712A","2014-02-08","17:12:50","0","38.21","20.35","10.00","4.5","0.0","GREECE-------------------","ING","0","0","0","0","0","0","6","6","30","1","0.3","0.9","38.21","0.00","20.35","0.00","13.900","4.900","FREE","1.0","D-S201402081712A","22","1.160","0.530","-0.930","0.390","-0.230","0.260","0.240","0.350","0.640","0.440","1.100","0.290","1.590","57","301","0.150","33","130","-1.750","4","37","1.670","98","50","45","334","57","130","4.1","D","A"
"S201402090823A","2014-02-09","08:23:00","0","38.28","20.29","10.00","4.8","0.0","GREECE-------------------","ING","0","0","0","0","0","0","18","33","35","1","-0.5","0.3","38.21","0.03","20.35","0.02","10.000","0.000","FIX ","1.1","D-S201402090823A","23","0.260","0.080","0.960","0.080","-1.220","0.050","-0.760","0.220","0.390","0.200","-0.190","0.050","1.500","33","189","-0.180","53","341","-1.310","14","90","1.410","225","56","165","323","77","35","4.7","D","A"
"C201402140033A","2014-02-14","00:33:38","0","36.75","36.02","14.00","4.7","0.0","JORDAN---SYRIA-REGION----","ING","0","0","0","1","1","40","35","50","35","1","4.0","0.3","36.41","0.03","36.02","0.02","10.700","1.200","FREE","1.1","D-C201402140033A","23","-1.170","0.100","0.010","0.060","1.160","0.070","-0.800","0.250","-0.670","0.170","0.270","0.040","1.510","19","111","0.160","17","207","-1.660","64","337","1.580","174","30","-126","35","66","-71","4.7","D","B"
"S201402140338A","2014-02-14","03:38:34","0","38.21","20.26","10.00","4.8","0.0","GREECE-------------------","ING","0","0","0","0","0","0","26","46","35","1","4.0","0.3","38.17","0.02","20.32","0.01","10.000","0.000","FIX ","1.1","D-S201402140338A","23","0.390","0.090","1.370","0.090","-1.760","0.070","-0.070","0.220","-0.660","0.230","1.430","0.060","1.980","11","157","0.460","74","25","-2.440","12","250","2.210","293","74","0","23","90","-164","4.8","D","A"
"C201402150731A","2014-02-15","07:31:18","0","38.31","20.34","10.00","4.8","0.0","GREECE-------------------","ING","0","0","0","2","2","40","29","49","35","1","2.4","0.3","38.15","0.02","20.24","0.02","19.500","0.800","FREE","1.1","D-C201402150731A","23","2.860","0.190","0.140","0.100","-3.000","0.120","1.120","0.200","-0.400","0.160","0.630","0.070","3.270","70","4","-0.080","18","165","-3.190","6","257","3.230","7","42","118","151","54","67","4.9","D","A"
"S201402211518A","2014-02-21","15:18:23","0","38.22","20.42","13.00","4.4","0.0","GREECE-------------------","ING","0","0","0","0","0","0","6","8","30","1","1.8","0.9","38.22","0.00","20.42","0.00","22.900","3.000","FREE","1.0","D-S201402211518A","22","-1.190","0.510","0.960","0.270","0.230","0.360","1.170","0.200","-0.310","0.260","0.720","0.180","1.680","18","337","0.180","23","75","-1.870","60","213","1.780","35","34","-136","266","67","-65","4.1","D","A"
"S201402221542A","2014-02-22","15:42:00","0","37.42","36.38","10.00","4.5","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","11","16","35","1","3.4","0.4","37.42","0.00","36.38","0.00","20.000","0.000","FIX ","1.0","D-S201402221542A","22","-2.800","0.390","-0.570","0.300","3.370","0.220","3.070","0.380","1.550","0.260","-1.700","0.240","4.030","5","253","1.480","38","346","-5.520","52","157","4.780","309","52","-141","193","60","-45","4.4","D","A"
"S201402221930A","2014-02-22","19:30:34","0","36.82","3.64","13.00","4.5","0.0","NORTHERN-ALGERIA---------","ING","0","0","0","0","0","0","6","7","35","1","-1.5","1.3","36.82","0.00","3.64","0.00","18.000","0.000","FIX ","1.0","D-S201402221930A","22","-0.280","0.420","0.340","0.400","-0.060","0.220","-0.710","0.340","-1.380","0.540","-1.570","0.310","1.830","15","48","0.660","51","158","-2.480","35","308","2.160","94","54","-164","354","77","-37","4.2","D","A"
"S201402240022A","2014-02-24","00:22:53","0","45.72","26.68","107.00","4.3","0.0","ROMANIA------------------","ING","0","0","0","0","0","0","5","5","35","1","4.1","1.1","45.72","0.00","26.68","0.00","151.400","18.000","FREE","1.0","D-S201402240022A","22","4.920","1.040","-3.530","1.370","-1.390","1.320","-2.490","0.780","2.350","0.710","-4.960","1.960","7.360","54","229","0.190","35","54","-7.550","2","322","7.460","21","53","43","261","57","134","4.5","D","A"
"S201403020425A","2014-03-02","04:25:57","0","36.79","35.18","10.00","4.4","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","8","9","35","1","4.1","0.6","36.79","0.00","35.18","0.00","10.000","0.000","FIX ","1.0","D-S201403020425A","22","2.290","0.140","-2.100","0.170","-0.180","0.180","-0.290","0.480","0.920","0.460","-0.140","0.140","2.610","71","258","-0.480","18","88","-2.120","3","357","2.370","69","45","63","284","51","114","4.2","D","A"
"S201403051249A","2014-03-05","12:49:21","0","38.15","20.26","10.00","4.9","0.0","GREECE-------------------","ING","0","0","0","0","0","0","25","43","35","1","4.6","0.6","38.12","0.03","20.23","0.02","10.000","0.000","FIX ","1.2","D-S201403051249A","23","-0.450","0.100","2.410","0.080","-1.970","0.080","0.490","0.310","-1.040","0.280","0.150","0.090","2.490","10","0","0.020","61","108","-2.520","27","265","2.510","46","64","-167","310","78","-27","4.9","D","A"
"S201403051508A","2014-03-05","15:08:44","0","38.09","20.21","10.00","4.6","0.0","GREECE-------------------","ING","0","0","0","0","0","0","8","11","30","1","6.4","0.5","38.09","0.00","20.21","0.00","21.000","0.000","FIX ","1.0","D-S201403051508A","22","0.590","0.600","0.440","0.410","-1.030","0.360","0.670","0.380","0.650","0.330","2.400","0.170","2.630","24","323","0.180","66","149","-2.810","2","54","2.720","101","71","16","6","75","161","4.2","D","A"
"S201403061515A","2014-03-06","15:15:22","0","35.95","31.31","47.00","4.5","0.0","CYPRUS-REGION------------","ING","0","0","0","0","0","0","15","18","30","1","1.1","0.6","35.78","0.03","31.18","0.04","39.600","2.600","FREE","1.0","D-S201403061515A","22","5.010","0.710","-0.680","0.510","-4.340","0.460","-0.330","0.280","-3.030","0.300","2.240","0.490","6.050","70","116","-0.020","14","342","-6.030","14","248","6.040","319","34","64","170","60","106","4.5","D","A"
"S201403081506A","2014-03-08","15:06:32","0","41.51","19.44","10.00","4.3","0.0","ALBANIA------------------","ING","0","0","0","0","0","0","7","7","30","1","2.2","0.6","41.51","0.00","19.44","0.00","26.500","1.100","FREE","1.0","D-S201403081506A","22","2.800","0.520","-1.140","0.630","-1.660","0.310","-0.040","0.270","-1.110","0.150","-0.690","0.280","3.060","76","83","-0.750","8","209","-2.320","11","301","2.690","41","35","104","204","56","80","4.2","D","A"
"S201403081512A","2014-03-08","15:12:32","0","41.48","19.43","10.00","4.5","0.0","ALBANIA------------------","ING","0","0","0","0","0","0","13","18","30","1","3.7","0.4","41.48","0.00","19.43","0.00","27.200","1.800","FREE","1.0","D-S201403081512A","22","1.840","0.570","1.020","0.320","-2.860","0.340","1.270","0.300","-1.870","0.300","1.070","0.160","2.940","60","23","1.000","21","154","-3.930","21","252","3.440","15","31","135","145","69","67","4.3","D","A"
"S201403102327A","2014-03-10","23:27:50","0","38.20","20.34","15.00","4.3","0.0","GREECE-------------------","ING","0","0","0","0","0","0","5","5","35","1","5.7","0.8","38.20","0.00","20.34","0.00","28.900","3.800","FREE","1.0","D-S201403102327A","22","1.520","2.260","0.680","1.190","-2.190","1.220","1.820","1.020","1.120","0.880","2.370","0.270","3.920","42","330","-0.380","48","152","-3.530","1","61","3.720","114","61","31","7","63","147","4.3","D","A"
"S201403150529A","2014-03-15","05:29:34","0","37.57","25.72","10.00","4.3","0.0","DODECANESE-ISLANDS--GREE-","ING","0","0","0","0","0","0","9","12","35","1","-0.6","0.8","37.46","0.03","25.10","0.06","17.900","3.000","FREE","1.0","D-S201403150529A","22","-2.860","0.900","3.070","0.510","-0.220","0.650","-2.920","0.850","2.830","1.120","-3.000","0.380","6.530","23","213","-1.740","15","310","-4.800","62","70","5.670","276","26","-127","136","70","-74","4.4","D","C"
"S201403211059A","2014-03-21","10:59:52","0","34.11","26.12","10.00","4.4","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","7","7","35","1","-2.1","1.8","34.11","0.00","26.12","0.00","13.900","3.600","FREE","1.0","D-S201403211059A","22","1.720","0.580","-1.740","0.420","0.020","0.460","-0.240","0.670","1.310","0.650","0.500","0.260","2.430","61","271","-0.450","26","116","-1.980","11","21","2.210","82","41","48","312","61","120","4.2","D","A"
"S201403231112A","2014-03-23","11:12:25","0","34.00","25.61","45.00","4.4","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","4","5","35","1","3.5","1.5","34.00","0.00","25.61","0.00","24.600","4.400","FREE","1.0","D-S201403231112A","22","1.160","2.620","-2.700","0.790","1.540","3.030","2.410","0.890","-1.570","0.910","-1.170","2.080","3.900","43","60","-0.010","37","285","-3.890","24","175","3.890","218","39","18","114","79","128","4.3","D","A"
"C201403291918A","2014-03-29","19:18:00","0","45.62","26.40","135.00","4.7","0.0","ROMANIA------------------","ING","0","0","0","2","2","40","33","47","35","1","2.8","0.3","45.72","0.03","26.60","0.03","120.700","3.300","FREE","1.1","D-C201403291918A","23","1.410","0.050","-0.220","0.060","-1.190","0.060","-0.010","0.060","-0.460","0.060","-0.600","0.080","1.490","79","73","0.040","7","204","-1.540","8","295","1.520","33","37","102","198","53","81","4.7","D","A"
"C201404042008A","2014-04-04","20:08:00","0","37.19","23.74","111.00","5.6","0.0","SOUTHERN-GREECE----------","ING","0","0","0","22","31","40","46","103","40","1","3.0","0.2","37.09","0.01","23.62","0.01","121.400","1.200","FREE","1.4","D-C201404042008A","24","1.470","0.040","-1.290","0.040","-0.180","0.040","-0.950","0.040","0.790","0.030","-2.040","0.040","2.640","46","230","0.230","43","58","-2.870","4","324","2.750","18","56","34","267","63","141","5.6","D","A"
"S201404051024A","2014-04-05","10:24:46","0","38.82","17.18","64.00","4.8","0.0","SOUTHERN-ITALY-----------","ING","0","0","0","0","0","0","18","24","35","1","2.3","0.4","38.81","0.03","17.39","0.03","58.100","3.900","FREE","1.1","D-S201404051024A","23","-0.580","0.130","0.250","0.110","0.330","0.120","0.100","0.060","-0.780","0.060","-1.560","0.080","2.010","14","48","-0.480","57","160","-1.530","29","310","1.770","92","59","-168","356","80","-32","4.8","D","A"
"C201404071926A","2014-04-07","19:26:59","0","44.47","6.69","5.00","4.9","0.0","FRANCE-------------------","ING","0","0","0","1","1","40","29","58","35","1","4.1","0.2","44.51","0.02","6.74","0.02","12.100","0.900","FREE","1.2","D-C201404071926A","23","-2.680","0.170","-0.340","0.090","3.020","0.120","-0.380","0.210","0.890","0.220","0.940","0.060","3.360","7","284","-0.440","14","192","-2.920","74","41","3.140","29","40","-68","181","54","-107","4.9","D","A"
"C201404142041A","2014-04-14","20:41:24","0","34.01","25.83","20.00","5.0","0.0","CRETE--GREECE------------","ING","0","0","0","3","3","40","21","34","35","1","3.1","0.4","33.98","0.03","25.74","0.02","30.000","1.400","FREE","1.3","D-C201404142041A","24","-0.060","0.040","-0.590","0.030","0.650","0.030","0.170","0.050","0.280","0.060","-0.380","0.020","0.820","15","257","-0.040","65","22","-0.780","19","161","0.800","300","65","-177","208","87","-25","5.2","D","A"
"C201404220858A","2014-04-22","08:58:26","0","45.61","14.18","25.00","4.5","0.0","NORTHWESTERN-BALKAN-REGI-","ING","0","0","0","1","1","40","18","28","35","1","5.5","0.2","45.67","0.01","14.30","0.02","27.100","1.000","FREE","1.0","D-C201404220858A","23","0.080","0.070","-0.800","0.050","0.720","0.050","0.030","0.060","-0.220","0.050","0.740","0.030","1.060","11","112","0.050","78","318","-1.110","5","203","1.080","248","78","4","157","86","168","4.6","D","A"
"C201404250256A","2014-04-25","02:56:34","0","35.48","21.57","30.00","4.7","0.0","CENTRAL-MEDITERRANEAN-SE-","ING","0","0","0","2","2","40","29","40","35","1","1.8","0.3","35.43","0.02","21.53","0.01","22.700","1.300","FREE","1.1","D-C201404250256A","23","-0.560","0.140","0.390","0.090","0.160","0.090","0.110","0.100","-0.140","0.100","-2.200","0.070","2.490","3","44","-0.570","86","202","-1.930","1","313","2.210","88","87","179","179","89","3","4.8","D","A"
"S201404251720A","2014-04-25","17:20:30","0","35.40","21.54","10.00","4.5","0.0","CENTRAL-MEDITERRANEAN-SE-","ING","0","0","0","0","0","0","26","41","35","1","4.4","0.3","35.38","0.02","21.52","0.02","20.000","1.400","FREE","1.0","D-S201404251720A","23","-0.250","0.070","0.290","0.050","-0.050","0.050","0.040","0.070","0.280","0.070","-1.070","0.040","1.220","6","221","-0.190","72","330","-1.030","17","129","1.130","266","74","-172","174","82","-16","4.6","D","A"
"S201404290703A","2014-04-29","07:03:24","2","43.15","0.02","2.00","4.7","0.0","FRANCE-------------------","ING","0","0","0","0","0","0","11","20","35","1","4.2","0.4","43.15","0.00","0.02","0.00","10.000","0.000","FIX ","1.1","D-S201404290703A","22","-1.720","0.150","2.270","0.110","-0.550","0.150","-0.090","0.330","-1.400","0.390","-0.450","0.100","2.350","2","10","0.330","34","101","-2.670","56","277","2.510","70","52","-135","309","56","-47","4.2","D","A"
"S201404300403A","2014-04-30","04:03:31","0","38.23","25.13","2.00","4.8","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","24","49","35","1","4.1","0.2","38.20","0.01","25.19","0.02","13.600","1.200","FREE","1.1","D-S201404300403A","23","-0.830","0.100","2.530","0.100","-1.700","0.060","0.180","0.150","0.590","0.140","-1.190","0.070","2.840","0","15","-0.570","67","284","-2.270","23","105","2.560","147","74","-16","242","74","-163","4.9","D","A"
"S201405050505A","2014-05-05","05:05:41","0","36.04","31.06","80.00","4.5","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","18","24","35","1","-0.3","0.4","36.04","0.00","31.06","0.00","87.800","6.800","FREE","1.0","D-S201405050505A","22","2.400","0.170","-1.980","0.210","-0.420","0.200","0.620","0.140","0.910","0.100","2.480","0.180","3.100","57","306","0.700","33","127","-3.800","0","36","3.450","98","53","48","335","54","132","4.3","D","A"
"S201405070620A","2014-05-07","06:20:00","9","37.75","19.78","10.00","4.3","0.0","IONIAN-SEA---------------","ING","0","0","0","0","0","0","18","29","35","1","1.6","0.3","37.75","0.00","19.78","0.00","12.300","2.800","FREE","1.0","D-S201405070620A","22","0.660","0.450","-0.110","0.330","-0.550","0.290","1.480","0.660","-0.910","0.550","-3.520","0.250","4.050","27","42","-0.170","63","234","-3.890","5","134","3.970","181","68","16","85","75","157","4.3","D","A"
"S201405120054A","2014-05-12","00:54:33","0","39.76","20.27","4.00","5.0","0.0","GREECE-ALBANIA-BORDER-RE-","ING","0","0","0","0","0","0","21","31","35","1","2.5","0.5","39.70","0.02","20.30","0.03","10.000","0.000","FIX ","1.3","D-S201405120054A","23","0.050","0.060","0.260","0.040","-0.310","0.050","2.920","0.120","-1.940","0.120","0.330","0.030","3.450","46","27","0.170","6","123","-3.610","44","220","3.530","24","7","171","123","89","84","5.0","D","A"
"S201405190059A","2014-05-19","00:59:20","0","40.94","19.81","10.00","5.0","0.0","ALBANIA------------------","ING","0","0","0","0","0","0","24","46","35","1","4.1","0.2","40.89","0.01","19.93","0.01","10.000","0.000","FIX ","1.3","D-S201405190059A","23","0.610","0.120","-3.780","0.100","3.170","0.090","-1.570","0.290","2.440","0.320","1.090","0.080","4.650","31","271","0.080","51","134","-4.720","22","15","4.690","56","51","7","321","84","141","5.1","D","A"
"S201405200443A","2014-05-20","04:43:26","0","40.92","19.86","2.00","4.6","0.0","ALBANIA------------------","ING","0","0","0","0","0","0","13","25","35","1","5.6","0.3","40.92","0.00","19.86","0.00","10.000","0.000","FIX ","1.0","D-S201405200443A","22","0.870","0.210","-3.740","0.200","2.870","0.180","-0.270","0.540","1.040","0.520","2.310","0.150","3.880","17","286","0.650","72","127","-4.530","6","18","4.200","63","74","8","331","82","163","4.4","D","A"
"C201405220522A","2014-05-22","05:22:00","0","35.73","0.17","10.00","4.8","0.0","NORTHERN-ALGERIA---------","ING","0","0","0","5","6","40","34","58","40","1","0.3","0.4","35.66","0.02","0.18","0.02","10.000","0.000","FIX ","1.1","D-C201405220522A","23","2.630","0.050","-2.120","0.050","-0.510","0.050","-0.590","0.230","-1.280","0.250","-1.020","0.040","3.100","71","98","-0.250","15","237","-2.840","12","330","2.970","79","36","116","228","58","73","4.9","D","A"
"C201405240925A","2014-05-24","09:25:00","0","40.29","25.40","27.00","6.9","0.0","AEGEAN-SEA---------------","ING","0","0","0","36","80","50","33","89","50","1","17.8","0.1","40.34","0.01","25.73","0.01","18.900","0.700","FREE","6.4","D-C201405240925A","26","-0.540","0.020","1.730","0.030","-1.190","0.030","-0.030","0.060","-0.240","0.060","-1.990","0.020","2.740","1","27","-0.510","82","127","-2.230","8","297","2.480","72","84","-176","342","86","-6","6.9","D","B"
"S201405241449A","2014-05-24","14:49:15","0","40.43","25.95","10.00","4.6","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","9","14","30","1","3.1","1.2","40.40","0.04","26.02","0.07","17.000","3.900","FREE","1.0","D-S201405241449A","22","1.420","1.750","0.350","1.030","-1.770","1.360","4.160","2.190","-2.470","2.150","-7.020","0.640","9.290","31","39","-1.390","58","233","-7.900","6","133","8.600","181","64","19","82","73","152","4.6","D","A"
"S201405241650A","2014-05-24","16:50:00","0","40.02","24.41","2.00","4.7","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","15","24","30","1","4.4","0.4","40.01","0.02","24.33","0.03","8.000","0.000","FIX ","1.1","D-S201405241650A","22","-2.150","0.440","3.030","0.450","-0.880","0.490","1.330","1.920","-2.560","1.830","-6.690","0.310","8.670","14","38","-2.360","67","162","-6.320","19","303","7.500","81","67","-176","350","87","-23","4.5","D","A"
"S201405250007A","2014-05-25","00:07:59","0","40.02","24.37","2.00","4.5","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","20","42","35","1","4.7","0.2","40.03","0.01","24.35","0.02","18.800","1.200","FREE","1.0","D-S201405250007A","22","-2.610","0.370","2.930","0.260","-0.310","0.270","1.150","0.500","-0.270","0.440","-8.660","0.250","10.210","5","40","-2.640","82","272","-7.560","6","130","8.880","175","82","-1","265","89","-172","4.6","D","A"
"S201405251138A","2014-05-25","11:38:39","0","40.42","26.14","10.00","4.9","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","25","44","35","1","3.4","0.3","40.47","0.01","26.22","0.02","19.100","1.200","FREE","1.2","D-S201405251138A","23","-0.560","0.110","1.360","0.110","-0.800","0.080","-0.470","0.140","-0.110","0.150","-2.730","0.090","3.240","5","214","-0.530","79","97","-2.710","9","305","2.980","349","80","-3","80","87","-170","4.9","D","A"
"S201406011205A","2014-06-01","12:05:48","0","34.52","24.54","10.00","4.6","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","10","11","35","1","-0.5","0.5","34.52","0.00","24.54","0.00","24.000","0.000","FIX ","1.0","D-S201406011205A","23","-0.890","0.390","0.940","0.250","-0.050","0.370","2.400","0.150","-0.700","0.210","0.100","0.170","2.630","35","9","0.070","7","104","-2.700","54","203","2.670","67","12","-127","285","80","-83","4.9","D","A"
