"ev_id","date","time_orig","time_orig_decimals","lat_orig","long_orig","depth","Mb","Ms","region","source_type","bwave_n_stations","bwave_n_inv","bwave_cutoff","mwave_n_stations","mwave_n_inv","mwave_cutoff","swave_n_stations","swave_n_inv","swave_cutoff","dcouple","centroid_time","delta_centroid_time","centroid_lat","delta_centroid_lat","centroid_long","delta_centroid_long","centroid_depth","delta_centroid_depth","prof","half_dur","inv_date_string","exp","mrr","delta_mrr","mss","delta_mss","mee","delta_mee","mrs","delta_mrs","mre","delta_mre","mse","delta_mse","eigen_t","plunge_t","strike_t","eigen_n","plunge_n","strike_n","eigen_p","plunge_p","strike_p","scalar_moment","strike1","dip1","rake1","strike2","dip2","rake2","Mw","status_flag","quality_flag"
"C201201271453A","2012-01-27","14:53:14","0","44.48","10.03","50.00","5.0","0.0","NORTHERN-ITALY---------- ","ING","0","0","0","2","3","40","26","47","35","1","2.5","0.3","44.62","0.02","10.08","0.03","56.000","2.100","FREE","1.3","D-C201201271453A","23","4.350","0.200","-3.460","0.170","-0.890","0.200","-1.510","0.120","0.710","0.120","1.360","0.120","4.670","79","206","-0.310","1","114","-4.370","11","23","4.520","113","34","89","294","56","91","5.0","D","A"
"S201201271743A","2012-01-27","17:43:21","0","37.47","27.21","10.00","4.5","0.0","TURKEY------------------ ","ING","0","0","0","0","0","0","15","15","30","1","1.1","0.7","37.47","0.00","27.21","0.00","10.000","0.000","FIX ","1.0","D-S201201271743A","22","-2.620","0.190","2.330","0.220","0.290","0.140","1.360","0.800","-0.490","0.380","0.510","0.180","2.740","13","351","0.340","12","84","-3.080","72","215","2.910","65","33","-112","271","59","-76","4.3","D","A"
"S201201271906A","2012-01-27","19:06:33","0","36.03","25.16","20.00","4.8","0.0","DODECANESE-ISLANDS-GREE-","ING","0","0","0","0","0","0","21","27","35","1","0.6","0.4","36.03","0.00","25.16","0.00","18.800","1.700","FREE","1.1","D-S201201271906A","22","-3.180","0.800","0.380","0.450","2.810","0.490","-3.410","0.600","-1.220","0.440","3.530","0.300","6.310","18","130","-0.960","29","231","-5.340","55","12","5.830","183","37","-144","63","69","-59","4.5","D","A"
"S201201281050A","2012-01-28","10:50:55","0","36.03","25.06","5.00","4.7","0.0","DODECANESE-ISLANDS-GREE-","ING","0","0","0","0","0","0","21","39","35","1","-0.2","0.3","36.03","0.00","25.06","0.00","10.800","1.700","FREE","1.1","D-S201201281050A","23","-0.780","0.160","-0.190","0.080","0.970","0.110","0.490","0.200","-0.270","0.160","1.160","0.070","1.690","1","302","-0.280","48","32","-1.410","42","211","1.550","355","61","-148","248","62","-33","4.7","D","A"
"S201201290955A","2012-01-29","09:55:00","0","36.01","25.08","10.00","4.7","0.0","DODECANESE-ISLANDS-GREE-","ING","0","0","0","0","0","0","20","30","35","1","0.5","0.3","36.01","0.00","25.08","0.00","12.100","1.500","FREE","1.1","D-S201201290955A","23","-0.950","0.160","-0.130","0.070","1.080","0.110","0.260","0.140","-0.590","0.160","1.170","0.080","1.840","8","120","-0.390","40","23","-1.450","49","219","1.650","246","51","-34","359","64","-136","4.8","D","A"
"C201202140134A","2012-02-14","01:34:39","0","40.13","24.09","10.00","5.3","0.0","AEGEAN-SEA---------------","ING","0","0","0","6","9","40","30","63","35","1","4.0","0.2","40.15","0.01","24.08","0.01","10.000","0.000","FIX ","1.0","D-C201202140134A","24","-0.650","0.010","0.690","0.010","-0.040","0.010","0.080","0.050","-0.150","0.050","-0.410","0.010","0.880","5","25","-0.200","12","116","-0.690","77","273","0.790","102","41","-109","306","51","-74","5.2","D","A"
"S201202161101A","2012-02-16","11:01:00","0","38.65","37.46","10.00","4.6","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","20","25","35","1","4.3","0.6","38.65","0.00","37.46","0.00","15.300","1.600","FREE","1.0","D-S201202161101A","23","-0.860","0.120","0.210","0.080","0.660","0.080","0.400","0.090","0.340","0.090","0.450","0.040","1.060","15","304","-0.050","9","36","-1.020","73","155","1.040","22","31","-107","221","60","-80","4.6","D","A"
"S201202200634A","2012-02-20","06:34:27","0","38.15","27.47","7.00","4.5","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","16","23","35","1","4.0","0.3","38.15","0.00","27.47","0.00","10.000","0.000","FIX ","1.0","D-S201202200634A","22","-4.090","0.160","3.860","0.160","0.220","0.130","0.340","0.470","0.920","0.450","-1.450","0.120","4.370","0","19","-0.050","14","289","-4.330","76","110","4.350","123","46","-71","276","47","-109","4.4","D","A"
"S201202220223A","2012-02-22","02:23:18","0","37.59","21.65","40.00","4.5","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","7","10","30","1","-0.7","0.8","37.59","0.00","21.65","0.00","34.000","1.700","FREE","1.0","D-S201202220223A","22","-3.030","0.940","3.320","0.500","-0.290","0.520","1.390","0.200","-0.560","0.340","1.940","0.350","4.320","8","338","-0.690","23","72","-3.630","66","229","3.980","44","42","-125","267","57","-63","4.3","D","A"
"S201202252034A","2012-02-25","20:34:34","0","38.65","13.42","43.00","4.2","0.0","SICILY--ITALY------------","ING","0","0","0","0","0","0","13","16","35","1","5.3","0.4","38.65","0.00","13.42","0.00","32.000","1.300","FREE","1.0","D-S201202252034A","22","4.100","0.640","-2.820","0.560","-1.270","0.730","-3.960","0.250","-0.890","0.260","-1.030","0.480","5.920","66","172","-0.840","5","71","-5.070","24","339","5.490","59","22","77","253","69","95","4.4","D","A"
"S201202262237A","2012-02-26","22:37:55","0","44.54","6.66","2.00","4.8","0.0","FRANCE-------------------","ING","0","0","0","0","0","0","17","26","35","1","4.0","0.2","44.54","0.00","6.66","0.00","10.000","0.000","FIX ","1.1","D-S201202262237A","22","-4.270","0.180","-0.600","0.210","4.860","0.150","-1.870","0.560","4.390","0.520","0.400","0.150","6.640","22","267","-0.020","15","171","-6.630","63","50","6.640","24","26","-54","165","69","-106","4.5","D","A"
"C201203040331A","2012-03-04","03:31:00","0","40.13","24.06","2.00","5.2","0.0","AEGEAN-SEA---------------","ING","0","0","0","4","6","40","35","73","35","1","3.5","0.1","40.14","0.01","24.08","0.01","10.000","0.000","FIX ","1.0","D-C201203040331A","24","-1.060","0.020","0.790","0.020","0.270","0.010","0.090","0.060","-0.390","0.070","-0.520","0.010","1.150","8","34","0.020","14","126","-1.170","74","276","1.160","108","39","-112","316","54","-73","5.3","D","A"
"S201203040347A","2012-03-04","03:47:39","0","42.03","7.63","2.00","4.6","0.0","WESTERN-MEDITERRANEAN-SE-","ING","0","0","0","0","0","0","15","18","35","1","4.6","0.5","42.03","0.00","7.63","0.00","14.600","1.400","FREE","1.0","D-S201203040347A","22","5.930","0.730","-2.470","0.420","-3.450","0.480","-1.910","0.480","-1.660","0.580","-1.880","0.270","6.500","77","145","-1.050","3","40","-5.450","12","309","5.970","35","33","84","222","57","94","4.5","D","A"
"S201203051515A","2012-03-05","15:15:00","0","44.54","9.38","10.50","4.1","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","15","18","35","1","2.5","0.9","44.52","0.05","9.21","0.06","10.000","0.000","FIX ","1.0","D-S201203051515A","22","-2.090","0.120","1.280","0.120","0.820","0.120","-1.540","0.620","2.360","0.400","-0.850","0.120","3.310","27","226","0.300","8","320","-3.600","62","65","3.450","297","19","-114","143","73","-82","4.3","D","A"
"S201203150329A","2012-03-15","03:29:00","0","42.81","13.20","6.00","3.9","0.0","CENTRAL-ITALY------------","ING","0","0","0","0","0","0","11","12","30","1","2.2","0.5","42.81","0.00","13.20","0.00","10.000","0.000","FIX ","1.0","D-S201203150329A","22","-1.180","0.080","0.740","0.080","0.440","0.100","-0.210","0.190","0.310","0.260","-0.290","0.080","0.970","9","214","0.280","5","305","-1.250","79","65","1.110","297","36","-99","128","54","-83","4.0","D","A"
"S201203240555A","2012-03-24","05:55:10","0","35.86","24.02","50.00","4.6","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","8","8","30","1","-1.5","0.6","35.86","0.00","24.02","0.00","43.100","9.200","FREE","1.0","D-S201203240555A","22","0.280","0.280","-0.820","0.230","0.540","0.170","-0.430","0.140","-0.780","0.130","0.340","0.190","1.330","40","108","-0.360","46","256","-0.970","17","4","1.150","138","49","161","241","76","42","4.0","D","A"
"S201203250446A","2012-03-25","04:46:54","0","39.46","20.53","1.00","4.7","0.0","GREECE-ALBANIA-BORDER-RE-","ING","0","0","0","0","0","0","13","22","30","1","3.2","0.3","39.46","0.00","20.53","0.00","11.100","2.100","FREE","1.1","D-S201203250446A","22","-3.260","0.530","1.580","0.340","1.680","0.300","-3.250","1.020","7.590","1.890","-1.770","0.220","8.780","34","239","0.250","7","334","-9.030","55","74","8.900","300","13","-125","155","80","-83","4.6","D","A"
"C201203261035A","2012-03-26","10:35:33","4","39.24","42.27","7.00","5.1","0.0","TURKEY-------------------","ING","0","0","0","3","3","40","22","36","35","1","5.7","0.9","39.29","0.04","42.32","0.05","19.700","0.900","FREE","1.4","D-C201203261035A","24","0.810","0.060","-0.760","0.040","-0.050","0.030","-0.150","0.050","0.030","0.030","-0.300","0.020","0.830","83","214","0.050","6","71","-0.880","4","340","0.850","64","41","81","256","50","98","5.2","D","A"
"S201204050456A","2012-04-05","04:56:21","0","36.10","4.59","10.00","4.6","0.0","NORTHERN-ALGERIA--------","ING","0","0","0","0","0","0","11","13","35","1","0.8","0.6","36.10","0.00","4.59","0.00","12.900","2.000","FREE","1.0","D-S201204050456A","22","2.590","0.460","-1.340","0.250","-1.250","0.260","0.530","0.320","-0.240","0.230","-0.940","0.170","2.700","80","32","-0.450","10","228","-2.250","3","137","2.470","217","43","75","57","48","103","4.2","D","A"
"S201204130621A","2012-04-13","06:21:35","0","38.19","13.31","20.00","4.7","0.0","SICILY--ITALY-----------","ING","0","0","0","0","0","0","16","27","35","1","3.0","0.8","38.36","0.04","13.25","0.04","18.700","0.900","FREE","1.1","D-S201204130621A","22","-6.330","0.560","6.350","0.370","-0.010","0.300","-0.530","0.430","2.590","0.570","-3.050","0.200","7.730","6","203","-0.450","20","296","-7.280","69","97","7.510","273","43","-120","131","54","-65","4.5","D","A"
"S201204161123A","2012-04-16","11:23:44","0","36.78","21.65","35.00","5.5","0.0","SOUTHERN-GREECE---------","ING","0","0","0","0","0","0","7","18","35","1","2.1","0.7","36.65","0.05","21.23","0.04","43.800","2.800","FREE","1.9","D-S201204161123A","24","1.750","0.290","0.030","0.220","-1.780","0.170","1.170","0.150","-0.960","0.120","1.690","0.130","2.340","64","4","0.860","19","141","-3.210","16","237","2.770","353","33","127","131","64","68","5.6","D","B"
"S201204161506A","2012-04-16","15:06:55","0","36.68","21.74","56.00","4.6","0.0","SOUTHERN-GREECE---------","ING","0","0","0","0","0","0","13","14","35","1","6.6","1.1","36.62","0.07","21.77","0.05","47.800","3.700","FREE","1.0","D-S201204161506A","22","6.340","0.940","-5.890","0.830","-0.450","0.830","2.470","0.420","-2.320","0.320","2.910","1.430","7.250","74","62","0.630","9","297","-7.880","13","205","7.560","283","33","73","123","58","101","4.5","D","A"
"S201204191952A","2012-04-19","19:52:42","0","39.11","29.12","7.00","4.7","0.0","TURKEY------------------","ING","0","0","0","0","0","0","17","27","35","1","2.3","0.3","39.11","0.02","29.29","0.04","12.000","1.800","FREE","1.1","D-S201204191952A","22","-4.840","0.730","5.980","0.470","-1.140","0.350","2.690","0.740","-4.220","1.090","0.320","0.230","6.680","15","6","1.340","29","105","-8.020","57","252","7.350","62","39","-140","299","66","-58","4.5","D","A"
"S201204232215A","2012-04-23","22:15:33","0","34.73","25.40","2.00","4.8","0.0","CRETE--GREECE-----------","ING","0","0","0","0","0","0","9","10","35","1","1.5","1.2","34.73","0.00","25.40","0.00","10.000","0.000","FIX ","1.1","D-S201204232215A","23","0.520","0.290","0.100","0.230","-0.610","0.390","0.120","0.980","-1.150","1.100","1.200","0.100","1.510","40","127","0.420","41","350","-1.930","23","238","1.720","280","43","15","179","80","132","4.8","D","A"
"S201204250318A","2012-04-25","03:18:18","0","36.51","1.55","10.00","4.7","0.0","NORTHERN-ALGERIA--------","ING","0","0","0","0","0","0","21","34","35","1","5.2","1.7","36.61","0.08","1.75","0.04","10.000","0.000","FIX ","1.1","D-S201204250318A","23","-0.260","0.060","-0.370","0.060","0.630","0.050","0.420","0.440","0.450","0.290","-1.610","0.050","1.820","3","234","-0.030","68","332","-1.790","21","143","1.810","281","73","-167","187","77","-18","4.8","D","A"
"S201204262205A","2012-04-26","22:05:33","0","39.12","29.08","8.00","4.9","0.0","TURKEY------------------","ING","0","0","0","0","0","0","22","37","35","1","4.3","0.2","39.12","0.01","29.13","0.02","11.200","0.800","FREE","1.2","D-S201204262205A","23","-1.700","0.090","1.840","0.060","-0.140","0.050","1.030","0.140","-0.500","0.140","-0.300","0.030","2.190","16","11","-0.130","9","103","-2.060","72","222","2.130","88","30","-108","288","61","-80","4.8","D","A"
"S201205011448A","2012-05-01","14:48:29","0","38.66","26.70","9.00","4.8","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","12","20","35","1","1.9","0.3","38.64","0.01","26.83","0.04","10.000","0.000","FIX ","1.1","D-S201205011448A","23","-1.630","0.110","2.190","0.070","-0.560","0.100","0.230","0.280","-0.610","0.520","-0.120","0.090","2.210","4","3","-0.300","24","95","-1.910","66","265","2.060","70","46","-124","294","53","-60","4.8","D","A"
"S201205031520A","2012-05-03","15:20:26","0","39.13","29.10","10.00","5.3","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","21","36","40","1","3.7","0.3","39.14","0.01","29.17","0.03","13.900","0.900","FREE","1.0","D-S201205031520A","24","-0.910","0.050","0.920","0.040","-0.010","0.030","0.390","0.050","-0.120","0.060","-0.120","0.020","1.020","12","8","-0.020","4","99","-1.000","78","206","1.010","93","33","-97","281","57","-86","5.3","D","A"
"S201205070740A","2012-05-07","07:40:33","0","36.50","21.41","10.00","4.5","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","10","11","35","1","1.9","0.6","36.50","0.00","21.41","0.00","34.800","2.900","FREE","1.0","D-S201205070740A","22","0.790","1.660","5.240","1.100","-6.020","0.960","3.060","0.690","-2.600","0.490","2.030","1.580","6.830","26","357","0.760","56","131","-7.590","21","256","7.210","35","56","177","127","87","34","4.5","D","A"
"C201205111848A","2012-05-11","18:48:30","0","34.25","34.17","20.00","5.5","0.0","CYPRUS-REGION------------","ING","0","0","0","7","8","40","28","59","35","1","-4.1","0.6","33.95","0.03","34.27","0.02","25.700","1.100","FREE","1.9","D-C201205111848A","24","-0.040","0.040","0.810","0.030","-0.770","0.030","0.140","0.060","0.270","0.060","0.620","0.030","1.070","11","340","-0.040","74","208","-1.030","12","72","1.050","116","74","-1","206","89","-164","5.3","D","B"
"S201205192313A","2012-05-19","23:13:27","0","44.90","11.26","15.00","4.1","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","9","15","35","1","4.9","0.4","44.90","0.00","11.26","0.00","13.600","2.100","FREE","1.0","D-S201205192313A","22","2.510","0.520","-2.390","0.280","-0.120","0.310","-1.120","0.320","2.000","0.500","0.590","0.190","3.670","62","255","-0.620","20","121","-3.060","18","24","3.370","85","32","50","310","66","112","4.3","Q","A"
"C201205200203A","2012-05-20","02:03:53","0","44.89","11.25","10.00","5.9","0.0","NORTHERN-ITALY-----------","ING","0","0","0","5","6","40","18","50","40","1","4.6","0.2","44.89","0.00","11.23","0.00","11.400","0.800","FREE","2.8","D-C201205200203A","25","1.510","0.060","-1.520","0.040","0.000","0.030","-0.920","0.130","0.060","0.100","0.400","0.030","1.770","74","174","0.090","5","281","-1.860","15","13","1.810","109","30","99","279","60","85","6.1","Q","A"
"S201205200302A","2012-05-20","03:02:50","0","44.86","11.15","10.00","4.9","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","15","35","35","1","2.6","0.2","45.05","0.01","11.17","0.03","14.100","1.100","FREE","1.2","D-S201205200302A","23","3.390","0.310","-3.840","0.180","0.440","0.170","-2.590","0.310","0.660","0.310","1.090","0.120","4.250","72","196","0.700","1","104","-4.960","18","14","4.600","103","27","89","284","63","91","5.1","Q","A"
"S201205201318A","2012-05-20","13:18:00","0","44.83","11.49","15.00","5.1","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","8","14","35","1","2.8","0.2","44.83","0.00","11.49","0.00","10.000","0.000","FIX ","1.4","D-S201205201318A","23","6.330","0.180","-5.390","0.170","-0.940","0.170","-1.220","0.570","2.840","0.500","2.830","0.160","7.310","71","266","-0.120","15","121","-7.190","10","29","7.250","100","37","64","312","57","109","5.2","Q","A"
"S201205201737A","2012-05-20","17:37:14","0","44.88","11.38","15.00","4.5","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","10","14","35","1","4.2","0.4","44.88","0.00","11.38","0.00","12.900","1.700","FREE","1.0","D-S201205201737A","23","0.750","0.100","-0.620","0.070","-0.140","0.050","0.150","0.090","-0.140","0.090","-0.250","0.050","0.800","77","53","-0.070","12","248","-0.730","3","158","0.760","235","43","72","79","50","106","4.5","Q","A"
"S201205211637A","2012-05-21","16:37:31","0","44.85","11.35","15.00","4.1","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","9","12","35","1","1.4","0.5","44.85","0.00","11.35","0.00","10.000","0.000","FIX ","1.0","D-S201205211637A","22","1.800","0.160","-1.460","0.130","-0.340","0.130","0.430","0.390","0.270","0.390","-0.870","0.130","1.870","82","323","0.130","1","61","-2.000","8","151","1.930","243","37","92","60","53","89","4.1","Q","A"
"S201205220000A","2012-05-22","00:00:33","0","42.66","23.01","10.00","5.6","0.0","BULGARIA-----------------","ING","0","0","0","0","0","0","22","54","40","1","3.3","0.2","42.60","0.02","23.06","0.02","16.200","0.800","FREE","1.4","D-S201205220000A","24","-4.090","0.230","3.170","0.150","0.920","0.120","-1.270","0.300","-0.110","0.300","-2.250","0.080","4.680","7","211","-0.320","11","119","-4.360","77","332","4.520","313","39","-73","111","53","-104","5.7","D","A"
"S201205220130A","2012-05-22","01:30:51","0","42.64","23.05","10.00","4.7","0.0","BULGARIA-----------------","ING","0","0","0","0","0","0","17","35","35","1","2.6","0.3","42.59","0.01","23.06","0.02","11.800","1.400","FREE","1.1","D-S201205220130A","23","-1.490","0.150","1.720","0.100","-0.230","0.060","-0.460","0.150","-0.460","0.140","-0.670","0.050","1.960","5","196","-0.190","23","104","-1.770","66","298","1.860","310","45","-56","86","54","-119","4.8","D","A"
"S201205230146A","2012-05-23","01:46:50","0","39.21","20.75","1.00","4.5","0.0","GREECE-ALBANIA-BORDER-RE-","ING","0","0","0","0","0","0","7","10","35","1","1.7","1.0","39.05","0.08","20.76","0.06","21.300","1.600","FREE","1.0","D-S201205230146A","22","2.830","0.550","0.000","0.390","-2.830","0.310","-0.240","0.580","-0.210","0.340","0.870","0.190","2.870","84","152","0.210","6","344","-3.080","1","254","2.970","338","44","81","170","47","99","4.3","D","A"
